value,value1,name,piece
Nevydražené,,ORMANDÍK MAREK (1968),Ariadna a Minotaurus
Cena v predaji:,950 €,ORMANDÍK MAREK (1968),Ariadna a Minotaurus
Poradové číslo:,261,ORMANDÍK MAREK (1968),Anjel do Bruselu
Nevydražené,,ORMANDÍK MAREK (1968),Anjel do Bruselu
Cena v predaji:,850 €,ORMANDÍK MAREK (1968),Anjel do Bruselu
Poradové číslo:,262,HOSTIŇÁK BOHDAN (1968),Žltý les
Vyvolávacia cena:,1 500 €,HOSTIŇÁK BOHDAN (1968),Žltý les
Konečná cena:,1 800 €,HOSTIŇÁK BOHDAN (1968),Žltý les
Poradové číslo:,263,OSSIF VLADIMÍR (1954),Bez názvu
Vyvolávacia cena:,500 €,OSSIF VLADIMÍR (1954),Bez názvu
Konečná cena:,400 €,OSSIF VLADIMÍR (1954),Bez názvu
Poradové číslo:,264,BUBÁN STANO (1961),Kompozícia
Nevydražené,,BUBÁN STANO (1961),Kompozícia
Cena v predaji:,1 200 €,BUBÁN STANO (1961),Kompozícia
Poradové číslo:,265,HAVRILLA VLADIMÍR (1943),Po kúpeli
Vyvolávacia cena:,2 000 €,HAVRILLA VLADIMÍR (1943),Po kúpeli
Konečná cena:,1 600 €,HAVRILLA VLADIMÍR (1943),Po kúpeli
Poradové číslo:,266,VLADIMÍR HAVRILLA (1943),V sochárskom ateliéri
Vyvolávacia cena:,1 200 €,VLADIMÍR HAVRILLA (1943),V sochárskom ateliéri
Konečná cena:,950 €,VLADIMÍR HAVRILLA (1943),V sochárskom ateliéri
Poradové číslo:,269,SADOVSKÁ DOROTA (1973),"Oko nikdy neklame, ale nikdy netvrdí pravdu III."
Vyvolávacia cena:,3 500 €,SADOVSKÁ DOROTA (1973),"Oko nikdy neklame, ale nikdy netvrdí pravdu III."
Konečná cena:,3 500 €,SADOVSKÁ DOROTA (1973),"Oko nikdy neklame, ale nikdy netvrdí pravdu III."
Poradové číslo:,1,CPIN ŠTEFAN (1919 - 1971),Otec a syn
Vyvolávacia cena:,50 €,CPIN ŠTEFAN (1919 - 1971),Otec a syn
Konečná cena:,50 €,CPIN ŠTEFAN (1919 - 1971),Otec a syn
Poradové číslo:,2,HÁLA JAN (1890 - 1959),Pastier so psom
Vyvolávacia cena:,400 €,HÁLA JAN (1890 - 1959),Pastier so psom
Konečná cena:,400 €,HÁLA JAN (1890 - 1959),Pastier so psom
Poradové číslo:,3,CPIN ŠTEFAN (1919 - 1971),Dedinské dievča
Nevydražené,,CPIN ŠTEFAN (1919 - 1971),Dedinské dievča
Cena v predaji:,750 €,CPIN ŠTEFAN (1919 - 1971),Dedinské dievča
Poradové číslo:,4,ILEČKO JOZEF (1909 - 1986),Žena v šatke
Vyvolávacia cena:,650 €,ILEČKO JOZEF (1909 - 1986),Žena v šatke
Konečná cena:,650 €,ILEČKO JOZEF (1909 - 1986),Žena v šatke
Poradové číslo:,5,GREINEROVÁ  SIBYLA (1921 - 2008),Gorali
Vyvolávacia cena:,250 €,GREINEROVÁ  SIBYLA (1921 - 2008),Gorali
Konečná cena:,250 €,GREINEROVÁ  SIBYLA (1921 - 2008),Gorali
Poradové číslo:,6,SOVÁNKA KAROL (1883 - 1961),Bažanty
Vyvolávacia cena:,300 €,SOVÁNKA KAROL (1883 - 1961),Bažanty
Konečná cena:,300 €,SOVÁNKA KAROL (1883 - 1961),Bažanty
Poradové číslo:,7,SOVÁNKA KAROL (1883 - 1961),Jeleň
Vyvolávacia cena:,300 €,SOVÁNKA KAROL (1883 - 1961),Jeleň
Konečná cena:,300 €,SOVÁNKA KAROL (1883 - 1961),Jeleň
Poradové číslo:,8,POLÓNYI KAROL (1894 - 1946),Pohľad na pleso v Tatrách
Vyvolávacia cena:,800 €,POLÓNYI KAROL (1894 - 1946),Pohľad na pleso v Tatrách
Konečná cena:,800 €,POLÓNYI KAROL (1894 - 1946),Pohľad na pleso v Tatrách
Poradové číslo:,9,POLÓNYI KAROL (1894 - 1946),Tatry
Vyvolávacia cena:,350 €,POLÓNYI KAROL (1894 - 1946),Tatry
Konečná cena:,350 €,POLÓNYI KAROL (1894 - 1946),Tatry
Poradové číslo:,10,POLÓNYI KAROL (1894 - 1946),Zima v Tatrách
Vyvolávacia cena:,200 €,POLÓNYI KAROL (1894 - 1946),Zima v Tatrách
Konečná cena:,200 €,POLÓNYI KAROL (1894 - 1946),Zima v Tatrách
Poradové číslo:,11,BERECZ LADISLAV (1910 - 1972),Štrbské pleso
Vyvolávacia cena:,400 €,BERECZ LADISLAV (1910 - 1972),Štrbské pleso
Konečná cena:,550 €,BERECZ LADISLAV (1910 - 1972),Štrbské pleso
Poradové číslo:,12,GLOD ADAM ALOJZ (1907 - 1952),Pleso v Tatrách
Nevydražené,,GLOD ADAM ALOJZ (1907 - 1952),Pleso v Tatrách
Cena v predaji:,500 €,GLOD ADAM ALOJZ (1907 - 1952),Pleso v Tatrách
Poradové číslo:,13,GLOD ADAM ALOJZ (1907 - 1952),Pohľad na Tatranské končiare
Nevydražené,,GLOD ADAM ALOJZ (1907 - 1952),Pohľad na Tatranské končiare
Cena v predaji:,500 €,GLOD ADAM ALOJZ (1907 - 1952),Pohľad na Tatranské končiare
Poradové číslo:,14,MUDRÁK JÁN (1924 - 1970),Pohľad na Kriváň
Vyvolávacia cena:,700 €,MUDRÁK JÁN (1924 - 1970),Pohľad na Kriváň
Konečná cena:,900 €,MUDRÁK JÁN (1924 - 1970),Pohľad na Kriváň
Poradové číslo:,15,KRIŽAN ĽUDOVÍT (1900 - 1979),Veličná na Orave
Vyvolávacia cena:,1 200 €,KRIŽAN ĽUDOVÍT (1900 - 1979),Veličná na Orave
Konečná cena:,1 500 €,KRIŽAN ĽUDOVÍT (1900 - 1979),Veličná na Orave
Poradové číslo:,16,KRUTEK JURAJ (1904 - 1981),Pri Dunaji
Vyvolávacia cena:,50 €,KRUTEK JURAJ (1904 - 1981),Pri Dunaji
Konečná cena:,110 €,KRUTEK JURAJ (1904 - 1981),Pri Dunaji
Poradové číslo:,17,BENDÍK JOZEF (1903 - 1989),Vila Adriana
Vyvolávacia cena:,500 €,BENDÍK JOZEF (1903 - 1989),Vila Adriana
Konečná cena:,500 €,BENDÍK JOZEF (1903 - 1989),Vila Adriana
Poradové číslo:,18,NEMČÍK JÚLIUS (1909 - 1986),Krajina
Vyvolávacia cena:,1 200 €,NEMČÍK JÚLIUS (1909 - 1986),Krajina
Konečná cena:,1 200 €,NEMČÍK JÚLIUS (1909 - 1986),Krajina
Poradové číslo:,19,COLLINÁSY JURAJ (1907 - 1963),Východoslovenská krajina
Nevydražené,,COLLINÁSY JURAJ (1907 - 1963),Východoslovenská krajina
Cena v predaji:,400 €,COLLINÁSY JURAJ (1907 - 1963),Východoslovenská krajina
Poradové číslo:,20,KRUPEC VIKTOR (1884 - 1965),Horská usadlosť
Nevydražené,,KRUPEC VIKTOR (1884 - 1965),Horská usadlosť
Cena v predaji:,300 €,KRUPEC VIKTOR (1884 - 1965),Horská usadlosť
Poradové číslo:,21,BALOGH JÚLIUS LUDWIG (1921),Jesenná krajina
Vyvolávacia cena:,50 €,BALOGH JÚLIUS LUDWIG (1921),Jesenná krajina
Konečná cena:,110 €,BALOGH JÚLIUS LUDWIG (1921),Jesenná krajina
Poradové číslo:,22,MAKARA ŠTEFAN (1925),Upršané Košice
Nevydražené,,MAKARA ŠTEFAN (1925),Upršané Košice
Cena v predaji:,480 €,MAKARA ŠTEFAN (1925),Upršané Košice
Poradové číslo:,23,GROSS (GROSZ) HUGO (1894 - 1971),Trenčiansky hrad v noci
Vyvolávacia cena:,350 €,GROSS (GROSZ) HUGO (1894 - 1971),Trenčiansky hrad v noci
Konečná cena:,400 €,GROSS (GROSZ) HUGO (1894 - 1971),Trenčiansky hrad v noci
Poradové číslo:,24,FEDORA JOZEF (1910 - 1975),Dedinský šerosvit
Nevydražené,,FEDORA JOZEF (1910 - 1975),Dedinský šerosvit
Cena v predaji:,200 €,FEDORA JOZEF (1910 - 1975),Dedinský šerosvit
Poradové číslo:,25,KOLLÁR JOZEF (1899 - 1982),Banskoštiavnické vrchy
Vyvolávacia cena:,350 €,KOLLÁR JOZEF (1899 - 1982),Banskoštiavnické vrchy
Konečná cena:,350 €,KOLLÁR JOZEF (1899 - 1982),Banskoštiavnické vrchy
Poradové číslo:,26,ČEMICKÝ LADISLAV (1909 - 2000),Motív z Liptova
Vyvolávacia cena:,250 €,ČEMICKÝ LADISLAV (1909 - 2000),Motív z Liptova
Konečná cena:,280 €,ČEMICKÝ LADISLAV (1909 - 2000),Motív z Liptova
Poradové číslo:,27,ČEMICKÝ LADISLAV (1909 - 2000),Krajina s potokom
Nevydražené,,ČEMICKÝ LADISLAV (1909 - 2000),Krajina s potokom
Cena v predaji:,800 €,ČEMICKÝ LADISLAV (1909 - 2000),Krajina s potokom
Poradové číslo:,28,ČEMICKÝ LADISLAV (1909 - 2000),Andice
Vyvolávacia cena:,300 €,ČEMICKÝ LADISLAV (1909 - 2000),Andice
Konečná cena:,300 €,ČEMICKÝ LADISLAV (1909 - 2000),Andice
Poradové číslo:,29,ČEMICKÝ LADISLAV (1909 - 2000),Podbanské
Vyvolávacia cena:,300 €,ČEMICKÝ LADISLAV (1909 - 2000),Podbanské
Konečná cena:,350 €,ČEMICKÝ LADISLAV (1909 - 2000),Podbanské
Poradové číslo:,30,ČEMICKÝ LADISLAV (1909 - 2000),Ďatelinisko
Vyvolávacia cena:,280 €,ČEMICKÝ LADISLAV (1909 - 2000),Ďatelinisko
Konečná cena:,280 €,ČEMICKÝ LADISLAV (1909 - 2000),Ďatelinisko
Poradové číslo:,31,DOBOŠ ANDREJ (1911 - 1997),Jesenný Dunajec
Vyvolávacia cena:,480 €,DOBOŠ ANDREJ (1911 - 1997),Jesenný Dunajec
Konečná cena:,480 €,DOBOŠ ANDREJ (1911 - 1997),Jesenný Dunajec
Poradové číslo:,32,MEDVECKÁ MÁRIA (1914 - 1987),Oranie na Orave
Vyvolávacia cena:,2 000 €,MEDVECKÁ MÁRIA (1914 - 1987),Oranie na Orave
Konečná cena:,4 000 €,MEDVECKÁ MÁRIA (1914 - 1987),Oranie na Orave
Poradové číslo:,33,SCHILLEROVÁ GABRIELA (1924 - 1993),Ležiaci akt
Nevydražené,,SCHILLEROVÁ GABRIELA (1924 - 1993),Ležiaci akt
Cena v predaji:,300 €,SCHILLEROVÁ GABRIELA (1924 - 1993),Ležiaci akt
Poradové číslo:,34,BOŤANSKÁ LENKA (1941),Člnky pri mori
Vyvolávacia cena:,50 €,BOŤANSKÁ LENKA (1941),Člnky pri mori
Konečná cena:,160 €,BOŤANSKÁ LENKA (1941),Člnky pri mori
Poradové číslo:,35,KLIMČÁK MIKULÁŠ (1921 - 2016),Na orientálnom trhu
Nevydražené,,KLIMČÁK MIKULÁŠ (1921 - 2016),Na orientálnom trhu
Cena v predaji:,500 €,KLIMČÁK MIKULÁŠ (1921 - 2016),Na orientálnom trhu
Poradové číslo:,36,CHABADOVÁ MARTA (1950),Jazero
Nevydražené,,CHABADOVÁ MARTA (1950),Jazero
Cena v predaji:,800 €,CHABADOVÁ MARTA (1950),Jazero
Poradové číslo:,37,PAULOVIČ EMIL (1922 - 2004),Bohatá kytica
Vyvolávacia cena:,350 €,PAULOVIČ EMIL (1922 - 2004),Bohatá kytica
Konečná cena:,350 €,PAULOVIČ EMIL (1922 - 2004),Bohatá kytica
Poradové číslo:,38,MRÁZOVÁ LEA (1906 - 1995),Veľká kytica
Vyvolávacia cena:,450 €,MRÁZOVÁ LEA (1906 - 1995),Veľká kytica
Konečná cena:,350 €,MRÁZOVÁ LEA (1906 - 1995),Veľká kytica
Poradové číslo:,39,LEA MRÁZOVÁ (1906 - 1995),Menšia kytica
Vyvolávacia cena:,430 €,LEA MRÁZOVÁ (1906 - 1995),Menšia kytica
Konečná cena:,430 €,LEA MRÁZOVÁ (1906 - 1995),Menšia kytica
Poradové číslo:,40,SCHILLEROVÁ GABRIELA (1924 - 1993),Chryzantémy
Nevydražené,,SCHILLEROVÁ GABRIELA (1924 - 1993),Chryzantémy
Cena v predaji:,280 €,SCHILLEROVÁ GABRIELA (1924 - 1993),Chryzantémy
Poradové číslo:,41,SCHURMANN IVAN (1935 – 2016),Zátišie s ovocím
Vyvolávacia cena:,300 €,SCHURMANN IVAN (1935 – 2016),Zátišie s ovocím
Konečná cena:,300 €,SCHURMANN IVAN (1935 – 2016),Zátišie s ovocím
Poradové číslo:,42,ABEL SVÄTOZÁR (1929 - 1986),Kryštál
Nevydražené,,ABEL SVÄTOZÁR (1929 - 1986),Kryštál
Cena v predaji:,150 €,ABEL SVÄTOZÁR (1929 - 1986),Kryštál
Poradové číslo:,43,KORSHUNOVA IRINA (XX.),Hory
Vyvolávacia cena:,50 €,KORSHUNOVA IRINA (XX.),Hory
Konečná cena:,50 €,KORSHUNOVA IRINA (XX.),Hory
Poradové číslo:,44,KORSHUNOVA IRINA (XX.),Drienica
Vyvolávacia cena:,50 €,KORSHUNOVA IRINA (XX.),Drienica
Konečná cena:,50 €,KORSHUNOVA IRINA (XX.),Drienica
Poradové číslo:,45,ZELINA ĽUBOMÍR (1943 - 2016),Kohútí zápas
Vyvolávacia cena:,500 €,ZELINA ĽUBOMÍR (1943 - 2016),Kohútí zápas
Konečná cena:,550 €,ZELINA ĽUBOMÍR (1943 - 2016),Kohútí zápas
Poradové číslo:,46,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - ?),Meštiansky interiér
Nevydražené,,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - ?),Meštiansky interiér
Cena v predaji:,250 €,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - ?),Meštiansky interiér
Poradové číslo:,47,"MARKÓ KAROL (KÁROLY), ML. (1822 - 1891 - PRIPISOVANÉ)",Kúpanie pod vodopádom
Nevydražené,,"MARKÓ KAROL (KÁROLY), ML. (1822 - 1891 - PRIPISOVANÉ)",Kúpanie pod vodopádom
Cena v predaji:,4 000 €,"MARKÓ KAROL (KÁROLY), ML. (1822 - 1891 - PRIPISOVANÉ)",Kúpanie pod vodopádom
Poradové číslo:,48,KERN HERMAN (1838 - 1912),Popoludnajšia siesta
Nevydražené,,KERN HERMAN (1838 - 1912),Popoludnajšia siesta
Cena v predaji:,2 500 €,KERN HERMAN (1838 - 1912),Popoludnajšia siesta
Poradové číslo:,49,BENCZÚR GYULA (1844 - 1920),Unavený Pan
Nevydražené,,BENCZÚR GYULA (1844 - 1920),Unavený Pan
Cena v predaji:,800 €,BENCZÚR GYULA (1844 - 1920),Unavený Pan
Poradové číslo:,50,WELBER SÁNDOR BEREGI SAMUEL (1876 - 1943),Rabín
Vyvolávacia cena:,290 €,WELBER SÁNDOR BEREGI SAMUEL (1876 - 1943),Rabín
Konečná cena:,500 €,WELBER SÁNDOR BEREGI SAMUEL (1876 - 1943),Rabín
Poradové číslo:,51,PITTHORDT ĽUDOVÍT (1860 - 1946),Akt s červenou šatkou
Vyvolávacia cena:,250 €,PITTHORDT ĽUDOVÍT (1860 - 1946),Akt s červenou šatkou
Konečná cena:,250 €,PITTHORDT ĽUDOVÍT (1860 - 1946),Akt s červenou šatkou
Poradové číslo:,52,HARMOS KAROL (KÁROLY) (1879 - 1956),Dvaja (v horách)
Vyvolávacia cena:,350 €,HARMOS KAROL (KÁROLY) (1879 - 1956),Dvaja (v horách)
Konečná cena:,280 €,HARMOS KAROL (KÁROLY) (1879 - 1956),Dvaja (v horách)
Poradové číslo:,53,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Hmlisté ráno v Tatrách
Nevydražené,,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Hmlisté ráno v Tatrách
Cena v predaji:,850 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Hmlisté ráno v Tatrách
Poradové číslo:,54,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Vyvolávacia cena:,800 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Konečná cena:,1 000 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Poradové číslo:,55,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Horský potok
Vyvolávacia cena:,300 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Horský potok
Konečná cena:,300 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Horský potok
Poradové číslo:,56,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Na okraji dediny
Nevydražené,,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Na okraji dediny
Cena v predaji:,1 100 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Na okraji dediny
Poradové číslo:,57,MEDNYÁNSZKY LADISLAV (1852 - 1919),Na okraji lesa
Nevydražené,,MEDNYÁNSZKY LADISLAV (1852 - 1919),Na okraji lesa
Cena v predaji:,10 000 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Na okraji lesa
Poradové číslo:,59,MEDNYÁNSZKY LADISLAV (1852 - 1919),Letná krajina
Nevydražené,,MEDNYÁNSZKY LADISLAV (1852 - 1919),Letná krajina
Cena v predaji:,5 000 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Letná krajina
Poradové číslo:,60,MEDNYÁNSZKY LADISLAV (1852 - 1919),Taliansky motív
Nevydražené,,MEDNYÁNSZKY LADISLAV (1852 - 1919),Taliansky motív
Cena v predaji:,950 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Taliansky motív
Poradové číslo:,61,KATONA NÁNDOR (1864 - 1932),S drevom
Nevydražené,,KATONA NÁNDOR (1864 - 1932),S drevom
Cena v predaji:,8 000 €,KATONA NÁNDOR (1864 - 1932),S drevom
Poradové číslo:,62,HALÁSZ-HRADIL ELEMÉR (1873 - 1948),V lese
Nevydražené,,HALÁSZ-HRADIL ELEMÉR (1873 - 1948),V lese
Cena v predaji:,1 900 €,HALÁSZ-HRADIL ELEMÉR (1873 - 1948),V lese
Poradové číslo:,63,WINTERSTEINER GUSTAV (1876 - 1950),Pohľad na Červený kameň
Vyvolávacia cena:,750 €,WINTERSTEINER GUSTAV (1876 - 1950),Pohľad na Červený kameň
Konečná cena:,600 €,WINTERSTEINER GUSTAV (1876 - 1950),Pohľad na Červený kameň
Poradové číslo:,64,ANDRÁSSY GÉZA (1856 - 1938),Horská krajina s potokom
Nevydražené,,ANDRÁSSY GÉZA (1856 - 1938),Horská krajina s potokom
Cena v predaji:,3 000 €,ANDRÁSSY GÉZA (1856 - 1938),Horská krajina s potokom
Poradové číslo:,65,CSORDÁK ĽUDOVÍT (1864 - 1937),Na dedine
Vyvolávacia cena:,2 200 €,CSORDÁK ĽUDOVÍT (1864 - 1937),Na dedine
Konečná cena:,1 800 €,CSORDÁK ĽUDOVÍT (1864 - 1937),Na dedine
Poradové číslo:,66,MOUSSON JOZEF TEODOR (1887 - 1946),Na trhu v Michalovciach
Vyvolávacia cena:,4 500 €,MOUSSON JOZEF TEODOR (1887 - 1946),Na trhu v Michalovciach
Konečná cena:,4 500 €,MOUSSON JOZEF TEODOR (1887 - 1946),Na trhu v Michalovciach
Poradové číslo:,67,RÁKOSI ERNEST (1881 - 1973),Pri slnečniciach
Vyvolávacia cena:,200 €,RÁKOSI ERNEST (1881 - 1973),Pri slnečniciach
Konečná cena:,200 €,RÁKOSI ERNEST (1881 - 1973),Pri slnečniciach
Poradové číslo:,68,RÁKOSI ERNEST (1881 - 1973),Na priedomí
Vyvolávacia cena:,600 €,RÁKOSI ERNEST (1881 - 1973),Na priedomí
Konečná cena:,600 €,RÁKOSI ERNEST (1881 - 1973),Na priedomí
Poradové číslo:,69,KIESELBACH GEJZA (1893 - 1965),Na koňoch
Vyvolávacia cena:,1 800 €,KIESELBACH GEJZA (1893 - 1965),Na koňoch
Konečná cena:,3 200 €,KIESELBACH GEJZA (1893 - 1965),Na koňoch
Poradové číslo:,70,GWERK EDMUND (1895 - 1956),Tetrov-hlucháň
Vyvolávacia cena:,1 200 €,GWERK EDMUND (1895 - 1956),Tetrov-hlucháň
Konečná cena:,1 000 €,GWERK EDMUND (1895 - 1956),Tetrov-hlucháň
Poradové číslo:,71,JASUSCH ANTON (1882 - 1965),Lesný potok
Nevydražené,,JASUSCH ANTON (1882 - 1965),Lesný potok
Cena v predaji:,20 000 €,JASUSCH ANTON (1882 - 1965),Lesný potok
Poradové číslo:,72,JASUSCH ANTON (1882 - 1965),Studenovodská dolina
Vyvolávacia cena:,2 000 €,JASUSCH ANTON (1882 - 1965),Studenovodská dolina
Konečná cena:,2 000 €,JASUSCH ANTON (1882 - 1965),Studenovodská dolina
Poradové číslo:,73,REICHENTÁL FRANTIŠEK (1895 - 1971),Zlievač I.
Nevydražené,,REICHENTÁL FRANTIŠEK (1895 - 1971),Zlievač I.
Cena v predaji:,2 200 €,REICHENTÁL FRANTIŠEK (1895 - 1971),Zlievač I.
Poradové číslo:,74,REICHENTÁL FRANTIŠEK (1895 - 1971),Zlievač II
Nevydražené,,REICHENTÁL FRANTIŠEK (1895 - 1971),Zlievač II
Cena v predaji:,2 200 €,REICHENTÁL FRANTIŠEK (1895 - 1971),Zlievač II
Poradové číslo:,75,REICHENTÁL FRANTIŠEK (1895 - 1971),Žena v šatke
Nevydražené,,REICHENTÁL FRANTIŠEK (1895 - 1971),Žena v šatke
Cena v predaji:,1 000 €,REICHENTÁL FRANTIŠEK (1895 - 1971),Žena v šatke
Poradové číslo:,76,WEINER-KRÁĽ IMRO (1901 - 1978),Spomienka
Vyvolávacia cena:,15 000 €,WEINER-KRÁĽ IMRO (1901 - 1978),Spomienka
Konečná cena:,14 300 €,WEINER-KRÁĽ IMRO (1901 - 1978),Spomienka
Poradové číslo:,77,WEINER-KRÁĽ IMRO (1901 - 1978),Akt
Nevydražené,,WEINER-KRÁĽ IMRO (1901 - 1978),Akt
Cena v predaji:,400 €,WEINER-KRÁĽ IMRO (1901 - 1978),Akt
Poradové číslo:,78,WEINER-KRÁĽ IMRO (1901 - 1978),Z Považskej Bystrice
Nevydražené,,WEINER-KRÁĽ IMRO (1901 - 1978),Z Považskej Bystrice
Cena v predaji:,300 €,WEINER-KRÁĽ IMRO (1901 - 1978),Z Považskej Bystrice
Poradové číslo:,79,WEINER-KRÁĽ IMRO (1901 - 1978),Krajina od Považskej Bystrice
Vyvolávacia cena:,100 €,WEINER-KRÁĽ IMRO (1901 - 1978),Krajina od Považskej Bystrice
Konečná cena:,250 €,WEINER-KRÁĽ IMRO (1901 - 1978),Krajina od Považskej Bystrice
Poradové číslo:,80,WEINER-KRÁĽ IMRO (1901 - 1978),Pri rieke
Vyvolávacia cena:,100 €,WEINER-KRÁĽ IMRO (1901 - 1978),Pri rieke
Konečná cena:,280 €,WEINER-KRÁĽ IMRO (1901 - 1978),Pri rieke
Poradové číslo:,81,GWERK EDMUND (1895 - 1956),Les pod Ďumbierom
Vyvolávacia cena:,5 000 €,GWERK EDMUND (1895 - 1956),Les pod Ďumbierom
Konečná cena:,4 000 €,GWERK EDMUND (1895 - 1956),Les pod Ďumbierom
Poradové číslo:,82,GWERK EDMUND (1895 - 1956),Ulica v meste
Nevydražené,,GWERK EDMUND (1895 - 1956),Ulica v meste
Cena v predaji:,3 000 €,GWERK EDMUND (1895 - 1956),Ulica v meste
Poradové číslo:,83,MALLÝ GUSTÁV (1879 - 1952),Vojnový veterán s deťmi
Nevydražené,,MALLÝ GUSTÁV (1879 - 1952),Vojnový veterán s deťmi
Cena v predaji:,2 000 €,MALLÝ GUSTÁV (1879 - 1952),Vojnový veterán s deťmi
Poradové číslo:,84,BENKA MARTIN (1888 - 1971),Cestou z jarmoku v Ružomberku
Vyvolávacia cena:,30 000 €,BENKA MARTIN (1888 - 1971),Cestou z jarmoku v Ružomberku
Konečná cena:,32 000 €,BENKA MARTIN (1888 - 1971),Cestou z jarmoku v Ružomberku
Poradové číslo:,85,BENKA MARTIN (1888 - 1971),Pohľad na hrad Červený kameň
Nevydražené,,BENKA MARTIN (1888 - 1971),Pohľad na hrad Červený kameň
Cena v predaji:,16 000 €,BENKA MARTIN (1888 - 1971),Pohľad na hrad Červený kameň
Poradové číslo:,86,BENKA MARTIN (1888 - 1971),Cyril a Metod
Vyvolávacia cena:,500 €,BENKA MARTIN (1888 - 1971),Cyril a Metod
Konečná cena:,400 €,BENKA MARTIN (1888 - 1971),Cyril a Metod
Poradové číslo:,87,FULLA ĽUDOVÍT (1902 - 1980),Zvestovanie
Nevydražené,,FULLA ĽUDOVÍT (1902 - 1980),Zvestovanie
Cena v predaji:,900 €,FULLA ĽUDOVÍT (1902 - 1980),Zvestovanie
Poradové číslo:,88,BÁRTFAY JÚLIUS (1888 - 1979),Beethoven
Vyvolávacia cena:,1 500 €,BÁRTFAY JÚLIUS (1888 - 1979),Beethoven
Konečná cena:,1 500 €,BÁRTFAY JÚLIUS (1888 - 1979),Beethoven
Poradové číslo:,89,BÁRTFAY JÚLIUS (1888 - 1979),Hlava Venuše
Vyvolávacia cena:,800 €,BÁRTFAY JÚLIUS (1888 - 1979),Hlava Venuše
Konečná cena:,800 €,BÁRTFAY JÚLIUS (1888 - 1979),Hlava Venuše
Poradové číslo:,90,ALEXY JANKO (1894 - 1970),Dáma v bielych šatách
Nevydražené,,ALEXY JANKO (1894 - 1970),Dáma v bielych šatách
Cena v predaji:,2 800 €,ALEXY JANKO (1894 - 1970),Dáma v bielych šatách
Poradové číslo:,91,ALEXY JANKO (1894 - 1970),Portrét spisovateľa A. D.
Nevydražené,,ALEXY JANKO (1894 - 1970),Portrét spisovateľa A. D.
Cena v predaji:,3 900 €,ALEXY JANKO (1894 - 1970),Portrét spisovateľa A. D.
Poradové číslo:,92,ALEXY JANKO (1894 - 1970),Dvaja (v Čáčove)
Vyvolávacia cena:,700 €,ALEXY JANKO (1894 - 1970),Dvaja (v Čáčove)
Konečná cena:,700 €,ALEXY JANKO (1894 - 1970),Dvaja (v Čáčove)
Poradové číslo:,93,ALEXY JANKO (1894 - 1970),Trnava
Nevydražené,,ALEXY JANKO (1894 - 1970),Trnava
Cena v predaji:,800 €,ALEXY JANKO (1894 - 1970),Trnava
Poradové číslo:,94,ALEXY JANKO (1894 - 1970),Dáma v kroji
Vyvolávacia cena:,250 €,ALEXY JANKO (1894 - 1970),Dáma v kroji
Konečná cena:,350 €,ALEXY JANKO (1894 - 1970),Dáma v kroji
Poradové číslo:,95,ALEXY JANKO (1894 - 1970),Sediaca
Vyvolávacia cena:,250 €,ALEXY JANKO (1894 - 1970),Sediaca
Konečná cena:,250 €,ALEXY JANKO (1894 - 1970),Sediaca
Poradové číslo:,96,ALEXY JANKO (1894 - 1970),Bača
Vyvolávacia cena:,250 €,ALEXY JANKO (1894 - 1970),Bača
Konečná cena:,300 €,ALEXY JANKO (1894 - 1970),Bača
Poradové číslo:,97,ALEXY JANKO (1894 - 1970),Matka s dieťaťom
Vyvolávacia cena:,220 €,ALEXY JANKO (1894 - 1970),Matka s dieťaťom
Konečná cena:,350 €,ALEXY JANKO (1894 - 1970),Matka s dieťaťom
Poradové číslo:,98,ALEXY JANKO (1894 - 1970),Ženy v Lužnej
Vyvolávacia cena:,200 €,ALEXY JANKO (1894 - 1970),Ženy v Lužnej
Konečná cena:,260 €,ALEXY JANKO (1894 - 1970),Ženy v Lužnej
Poradové číslo:,99,ALEXY JANKO (1894 - 1970),Zbojnícka družina
Vyvolávacia cena:,200 €,ALEXY JANKO (1894 - 1970),Zbojnícka družina
